Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Girl Happy,96,English,"A Chicago mobster hires a rock and roll singer and his band to keep an eye on his daughter during Spring Break in Fort Lauderdale, Florida.",1965,"Comedy, Music, Romance","spring break, rock singer","Shelley Fabares, Gary Crosby, Joby Baker, Harold J. Stone, Elvis Presley",Boris Sagal,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Euterpe Productions,Unknown
Ski Party,90,English,"Remember the beach movies of the sixties? They're back! Well, not quite, but since Avalon, Hickman, and even Funicello appear in this one, it sure feels right. This time, though, read snow instead of sand and you got it. Ski lodge, to be precise, and though the plot is somewhat inane, with the boys cross-dressing to discover the secret of a friend's success with the girls, it's still a somewhat fun outing.",1965,"Comedy, Music",snow skiing,"Deborah Walley, Yvonne Craig, Frankie Avalon, Dwayne Hickman, Robert Q. Lewis",Alan Rafkin,Hoopla ,"Apple TV, Amazon Video, Vudu ","Apple TV, Amazon Video, Vudu ","Alta Vista Productions, American International Pictures",Unknown
The Brigand of Kandahar,84,English,"1880. British India. Robert Case, a half-caste lieutenant, is unjustly discharged from the British Army. He joins the rebel Bengali tribesmen offensive against the colonial enemy. They capture a foreign journalist and Case recounts his story of false accusation on trumped-up charges, instigated by the bigotry and racism of his commanding officers. Following a successful attack by the British against the rebels Case is brutally shot by Colonel Drewe, his accuser. The journalist returns home determined to report the true story of The Brigand of Kandahar.",1965,Adventure,india,"Katherine Woodville, Duncan Lamont, Oliver Reed, Glyn Houston, Yvonne Romain",John Gilling,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Hammer Film Productions,Unknown
The Gospel According to Matthew,137,Italian,"This biblical drama from the Catholic Marxist director focuses on the teachings of Jesus, including the parables that reflect their revolutionary nature. As Jesus travels along the coast of the Sea of Galilee, he gradually gathers more followers, leading him into direct conflict with the authorities.",1965,Drama,"faith, christianity, biography, jesus christ","Marcello Morante, Margherita Caruso, Susanna Pasolini, Mario Socrate, Enrique Irazoqui",Pier Paolo Pasolini,"Criterion Channel, Fandor Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Arco Film, Lux Compagnie Cinématographique de France",Unknown
The Greatest Story Ever Told,199,English,"From his birth in Bethlehem to his death and eventual resurrection, the life of Jesus Christ is given the all-star treatment in this epic retelling. Major aspects of Christ's life are touched upon, including the execution of all the newborn males in Egypt by King Herod; Christ's baptism by John the Baptist; and the betrayal by Judas after the Last Supper that eventually leads to Christ's crucifixion and miraculous return.",1965,"Drama, History","epic, christianity, religion and supernatural, crucifixion, bible, biography, resurrection, religion, religious film, jesus christ, christian film","Michael Anderson Jr., Max von Sydow, Carroll Baker, Victor Buono, Ina Balin",George Stevens,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel, MGM Plus ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Spectrum On Demand ",George Stevens Jr. Productions,Unknown
Cinderella,78,English,"After the success of the  live 1957 Cinderella on CBS (with Julie Andrews), the network decided to produce another television version. The new script hewed closer to the traditional tale, although nearly all of the original songs were retained and performed in their original settings. Added to the Rodgers and Hammerstein score was ""Loneliness of Evening"", which had been composed for South Pacific but not used.",1965,"Fantasy, Romance, TV Movie, Music","musical, remake, based on fairy tale, tv special","Lesley Ann Warren, Walter Pidgeon, Ginger Rogers, Stuart Damon, Celeste Holm",Charles S. Dubin,"Amazon Prime Video, fuboTV ","Amazon Video, Vudu, Microsoft Store ","Amazon Video, Vudu, Microsoft Store ",CBS Studios,Unknown
Blood for a Silver Dollar,99,Italian,Two brothers part company only to be reunited when one is hired to stop a thief who turns out to be his sibling.,1965,"Western, Action, Romance",spaghetti western,"Pierre Cressoy, Giuliano Gemma, Giuseppe Addobbati, Franco Fantasia, Ida Galli",Giorgio Ferroni,,,,"Les Films Corona, Adriatica Film, Dorica Film, Explorer Film '58, Fono Roma, Franco Roma",Unknown
Ten Little Indians,92,English,"Ten strangers are invited as weekend guests to a remote mountain mansion. When the host doesn't show up, the guests start dying, one by one, in uniquely macabre Agatha Christie-style. It is based on Christie's best-selling novel with 100 million sales to date, making it the world's best-selling mystery ever, and one of the most-printed books of all time.",1965,"Crime, Mystery, Thriller","isolation, mountain, house, austria, murder, isolated house, murder mystery","Stanley Holloway, Shirley Eaton, Fabian, Hugh O'Brian, Leo Genn",George Pollock,"MGM Plus, FlixFling ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, FlixFling ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, FlixFling ","Tenlit Films, Towers of London Productions",Unknown
What's New Pussycat?,108,English,A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.,1965,"Comedy, Romance","journalist, fashion journal, ladykiller, gigolo, sex therapy","Peter Sellers, Capucine, Paula Prentiss, Peter O'Toole, Romy Schneider",Clive Donner,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Famous Artists Productions,Unknown
Chimes at Midnight,115,English,"Henry IV usurps the English throne, sets in motion the factious War of the Roses and now faces a rebellion led by Northumberland scion Hotspur. Henry's heir, Prince Hal, is a ne'er-do-well carouser who drinks and causes mischief with his low-class friends, especially his rotund father figure, John Falstaff. To redeem his title, Hal may have to choose between allegiance to his real father and loyalty to his friend.",1965,"Comedy, Drama, History, War","double life, england, generations conflict, virtue, king henry iv, vice, 15th century","Margaret Rutherford, Orson Welles, Jeanne Moreau, John Gielgud, Keith Baxter",Orson Welles,"Max, Max Amazon Channel, Criterion Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Internacional Films Espagnol, Alpine Productions, Peppercorn-Wormser Inc",http://www.janusfilms.com/chimes/
Harum Scarum,85,English,"Johnny Tyronne, action movie star and ladies man, is traveling through the Middle East on a goodwill tour to promote his latest movie, ""Sands of the Desert"". Once he arrives, however, he is kidnapped by a gang of assassins who were so impressed with his on-screen adventures that they want to hire him to carry out an assassination for them.",1965,"Comedy, Crime, Music, Romance","blackmail, sheik","Fran Jeffries, Michael Ansara, Mary Ann Mobley, Elvis Presley, Jay Novello",Gene Nelson,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Four-Leaf Productions,Unknown
Flaming Frontier,90,German,"Old Surehand and his faithful old friend Old Wabble are on the trail of a cold-blooded killer with the nickname 'The General'. The brother of Old Surehand was murdered by him. On the way Old Surehand and Old Wabble are involved in the running conflict between settlers and Comanches who are likely to go on the war path. Old Surehand can count on the support of his friend and blood brother Winnetou, the amiable chief of the Apaches. Written by Robert",1965,"Adventure, Western","horse, apache nation, native american, death of son, railroad track, barroom brawl","Terence Hill, Larry Pennell, Pierre Brice, Letícia Román, Stewart Granger",Alfred Vohrer,,,,"Jadran Film, Rialto Film",Unknown
Ship of Fools,149,English,"Passengers on a ship traveling from Mexico to Europe in the 1930s represent society at large in that era. The crew is German, including the ship's Dr. Schumann, who falls in love with one of the passengers, La Condesa. A young American woman, Jenny, is traveling with the man she loves, David. Jenny is fascinated and puzzled by just who some of the other passengers are.",1965,"Drama, Romance","ocean liner, 1930s","Simone Signoret, Lee Marvin, José Ferrer, Oskar Werner, Vivien Leigh",Stanley Kramer,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Stanley Kramer Productions, Columbia Pictures",Unknown
In Harm's Way,165,English,A naval officer reprimanded after Pearl Harbor is later promoted to rear admiral and gets a second chance to prove himself against the Japanese.,1965,"War, Drama","navy, military officer, pearl harbor, military service, naval officer, black and white, admiral, second chance, military life, military uniform, military, fought","Tom Tryon, Kirk Douglas, Patricia Neal, Paula Prentiss, John Wayne",Otto Preminger,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Paramount, Otto Preminger Films",Unknown
Frankenstein Conquers the World,90,Japanese,"During WWII, Germans obtain the immortal heart of Frankenstein's monster and transport it to Japan to prevent it being seized by the Allies. Kept in a Hiroshima laboratory, it is seeming lost when the United States destroys the city with the atomic bomb. Years later a wild boy is discovered wandering the streets of the city alone, born of the immortal heart.",1965,"Horror, Science Fiction","japan, monster, submarine, germany, atomic bomb, radiation, world war ii, giant monster, hiroshima, japan, scientist, kaiju, giant octopus, baragon, frankenstein","Tadao Takashima, Kumi Mizuno, Nick Adams, Yoshio Tsuchiya, Koji Furuhata",Ishirō Honda,Criterion Channel ,,,"TOHO, Henry G. Saperstein Enterprises Inc.",Unknown
Help!,92,English,"An obscure Eastern cult that practices human sacrifice pursues Ringo after he unknowingly puts on a ceremonial ring (that, of course, won't come off). On top of that, a pair of mad scientists, members of Scotland Yard, and a beautiful but dead-eyed assassin all have their own plans for the Fab Four.",1965,"Comedy, Music, Adventure","surreal, musical, cult, satire, mad scientist","Ringo Starr, Leo McKern, John Lennon, George Harrison, Paul McCartney",Richard Lester,,Apple TV ,Apple TV ,Subafilms,Unknown
