Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Perpetual Motion,4,English,"Part of Max Fleischer's ""Out of the Inkwell"" series.",1920,Animation,"clown, black and white, inkwell, circus clown, animation",Max Fleischer,"Dave Fleischer, Max Fleischer",,,,J.R. Bray Studios,Unknown
Silk Husbands and Calico Wives,52,English,"After small-town attorney Deane Kendall wins an important case, a prestigious law firm lures him to the city. Accompanying him is his wife Edith, who retains her small-town ways, so does not fit into her husband's new social world. When adventuress Georgia Wilson meets the promising attorney, she falls in love and determines to break up his marriage. Georgia arranges for artist Charles Madison to lure Edith to his apartments and seduce her. Resisting his advances, Edith flees back to the innocent town of Harmony. Soon after, Kendall arrives, informed by Georgia that his wife is with Madison. However, the artist's mistress, who witnessed the incident, testifies to Edith's purity, and Kendall follows Edith back to their hometown, where they are reconciled.",1920,,None,"Mildred Reardon, House Peters, Sam Sothern, Mary Alden, Edward Kimball",Alfred E. Green,,,,,Unknown
The Garage,22,English,Roscoe and Buster operate a combination garage and fire station. In the first half they destroy a car left for them to clean. In the second half they go off on a false alarm and return to find their own building on fire.,1920,Comedy,"silent film, short film","Buster Keaton, Molly Malone, Roscoe Arbuckle, Harry McCoy, Dan Crimmins",Roscoe Arbuckle,,,,Comique Film Company,Unknown
Genuine: The Tragedy of a Vampire,88,German,"Since completing a portrait of Genuine, a high priestess, Percy becomes irritable and withdrawn. He loses interest in painting and refuses to see his friends, preferring to spend his time alone with the portrait in his study. After turning down a wealthy patron's offer to buy the picture, Percy falls asleep while reading stories of Genuine's life. Genuine comes to life from the painting and escapes.  The film's sets were designed by the Expressionist painter César Klein.",1920,Horror,vampire,"Ernst Gronau, Hans Heinrich von Twardowski, Harald Paulsen, Albert Bennefeld, Fern Andra",Robert Wiene,,,,Decla-Bioscop,Unknown
Alias Jimmy Valentine,60,English,"The saga of Alias Jimmy Valentine began with the O. Henry story ""A Retrieved Reformation"". This surprise-ending tale was adapted into a stage play by Paul Armstrong, which subsequently was adapted to film several times",1920,"Drama, Crime",lost film,"Marc Robbins, Wilton Taylor, Eugene Pallette, Bert Lytell, Vola Vale","Edmund Mortimer, Arthur Ripley",,,,Metro Pictures Corporation,Unknown
The Penalty,90,English,"Blizzard, deranged from a childhood operation in which both his legs were needlessly amputated after an accident, becomes a vicious criminal, and eventually mob leader of the San Francisco underworld.",1920,"Crime, Drama, Thriller","san francisco, california, criminal underworld, silent film, mob boss, brain surgery, amputee","Doris Pawn, Lon Chaney, Charles Clary, Milton Ross, James Pier Mason",Wallace Worsley,"FlixFling, IndieFlix ",FlixFling ,"FlixFling, Kino Now ","Goldwyn Pictures Corporation, Eminent Authors Pictures Inc",Unknown
Die Fürstin Woronzoff,0,German,,1920,"Drama, History, Crime","espionage, republic of weimar, silent film, melodrama","Rudolf Forster, Artúr Somlay, Ellen Richter, Hugo Flink",Adolf Gärtner,,,,Ellen Richter-Film GmbH,Unknown
From Morn to Midnight,72,German,"A cashier in a bank in a small German town is alerted to the power of money by the visit of a rich Italian lady. He embezzles 60,000 Marks and leaves for the capital city, where he attempts to find satisfaction in politics, sport, love and religion.",1920,"Crime, Comedy","expressionism, bank cashier, german expressionism","Hans Heinrich von Twardowski, Erna Morena, Adolf E. Licho, Roma Bahn, Ernst Deutsch",Karlheinz Martin,,,,Ilag-Film,Unknown
The Parson's Widow,94,Swedish,"A young man is elected by a small village to be its parson. As part of his duties, he is required to marry the widow of the parson before him. This poses two problems--first, the widow is old enough to be his grandmother, and second, he is already engaged to another woman.",1920,"Comedy, Drama","jealousy, cemetery, wedding, love potion, drunkenness, parson, magic spell","Einar Röd, Olav Aukrust, Greta Almroth, Hildur Carlberg, Emil Helsengreen",Carl Theodor Dreyer,,,,SF Studios,Unknown
The Mark of Zorro,107,English,"Don Diego Vega pretends to be an indolent fop as a cover for his true identity, the masked avenger Zorro.",1920,"Western, Adventure, Drama, Action, Romance","mexico, swordplay, secret identity, sword fight, black and white, silent film, zorro","Noah Beery, Douglas Fairbanks, Charles Hill Mailes, Claire McDowell, Marguerite De La Motte",Fred Niblo,"fuboTV, MGM Plus Amazon Channel, MGM Plus, Fandor Amazon Channel ",Amazon Video ,,Douglas Fairbanks Pictures,Unknown
