Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Poor girl,82,Czech,"The illegitimate child, Marie Růžová, grows up in the family of the Bořický miller. Childhood and youth spend with the son of Bořice, Klement. Klement asserts the rights, becomes a lawyer, and marries Jirina. In order not to cause further contradictions, Mary will go to Prague secretly at night. There he is living heavily as a waitress. He resists the insults of architect Jansky until he ultimately decides to commit suicide in despair.",1930,"Drama, Romance",based on novel or book,"Božena Svobodová, Suzanne Marwille, Antonie Nedošinská, Karel Fiala, Otto Rubík",Martin Frič,,,,Fortunafilm,Unknown
Shivering Shakespeare,20,English,The gang is participating in a program sponsored by the Golden Age Dramatic League. They present their own fractured version of  Quo Vadis. Things go from bad to worse when the neighborhood tough kids disrupt the show. The pie fight is given a new twist by use of some slow motion sequences.,1930,Comedy,short film,"Allen 'Farina' Hoskins, Jackie Cooper, Norman Chaney, Mary Ann Jackson, Bobby 'Wheezer' Hutchins",Robert A. McGowan,,,,Hal Roach Studios,Unknown
Night Owls,21,English,Policeman Edgar Kennedy is told by his chief he better stop a string of burglaries that have been happening on his watch or else he will get the sack. He persuades vagrants Stan and Ollie to rob the chief's house so he can regain his reputation by catching them. The policeman promises to later get the boys off. Things do not go as planned.,1930,Comedy,"black and white, pre-code, short film","Stan Laurel, Oliver Hardy, Edgar Kennedy, James Finlayson, Anders Randolf",James Parrott,,Apple TV ,,Hal Roach Studios,Unknown
Free Love,70,English,A wife's psychiatrist tells her that she is being dominated by her husband. Her solution is to divorce him.,1930,Comedy,"therapist, married couple","Genevieve Tobin, Bertha Mann, Monroe Owsley, Ilka Chase, Conrad Nagel",Hobart Henley,,,,Universal Pictures,Unknown
Animal Crackers,97,English,"The well-known explorer and hunter Captain Spaulding has just returned from Africa, and is being welcomed home with a lavish party at the estate of influential society matron Mrs. Rittenhouse when a valuable painting goes missing. The intrepid Captain Spaulding attempts to solve the crime with the help of his silly secretary Horatio Jamison, while sparring with the anarchic Signor Emanuel Ravelli and his nutty sidekick The Professor.",1930,"Comedy, Music","musical, based on play or musical, whodunit, black and white, pre-code","Zeppo Marx, Chico Marx, Groucho Marx, Harpo Marx, Lillian Roth",Victor Heerman,,,,Paramount,Unknown
King of Jazz,98,English,"Made during the early years of the movie musical, this exuberant revue was one of the most extravagant, eclectic, and technically ambitious Hollywood productions of its day. Starring the bandleader Paul Whiteman, then widely celebrated as the King of Jazz, the film drew from Broadway variety shows to present a spectacular array of sketches, performances by such acts as the Rhythm Boys (featuring a young Bing Crosby), and orchestral numbers—all lavishly staged by veteran theater director John Murray Anderson.",1930,"Animation, Comedy, Music","dance, sketch comedy, pre-code, big band","Jeanette Loff, Laura La Plante, Paul Whiteman, Glenn Tryon, John Boles",John Murray Anderson,,,,Universal Pictures,Unknown
The girl from USA,0,German,,1930,,None,"Alice Hechy, Bruno Ziener, Anny Ondra, Margarete Kupfer, Ivan Koval-Samborskyi",Karel Lamač,,,,Hom AG für Filmfabrikation (Berlin),Unknown
Golden Dawn,83,English,"Dawn, a young white girl who has been kidnapped in infancy and reared by Mooda, an African woman who operates a canteen in the German cantonment, meets and falls in love with Tom Allen, an English rubber planter who is a prisoner of war. Shep Keyes, who has joined the German troops, covets her but realizes he cannot possess her because she is betrothed to the tribal god, Mulunghu. On the eve of the ceremony, he learns of her love for Tom. Tom, meanwhile, is sent back to England, and when the English take the territory from the Germans, Shep tries to incite the natives, who are experiencing a drought, against Dawn because of her love of a mortal. Tom learns from Mooda that Dawn was stolen from a white trader and finds her seeking refuge in a convent. Shep arouses the natives, but Dawn declares her faith in the white man's God, and a thunderstorm brings relief to the parched land, after which Tom claims her for his bride.",1930,"Comedy, Drama, Music","rain, fistfight, jungle, religion, pre-code","Noah Beery, Vivienne Segal, Alice Gentle, Dick Henderson, Walter Woolf King",Ray Enright,,,,"The Vitaphone Corporation, Warner Bros. Pictures",Unknown
Follow the Leader,76,English,"Ed Wynn, a waiter, tries to get hit employers daughter a start on the stage; Ginger Rogers replaces Ethel Merman when Merman is kidnapped.",1930,"Comedy, Music, Romance","restaurant, waiter","Lou Holtz, Ginger Rogers, Lida Kane, Ed Wynn, Stanley Smith",Norman Taurog,,,,Paramount,Unknown
Maybe It's Love,72,English,"A very young Joan Bennett tops the cast as Nan Sheffield, the daughter of a college president. The nominal leading man is Tommy Nelson, the black-sheep son of a wealthy alumnus. Though Nelson is an ace football player, President Sheffield refuses to enroll the boy because of his bad reputation, whereupon Tommy's father withdraws his financial backing and bars his son from ever setting foot on Sheffield's campus. Falling in love with Nan, Tommy signs up with the college under an assumed name, giving up his wastrel ways to lead the football team to victory. Joe E. Brown steals the show as Speed Hanson, a goofy gridiron star who emits a loud and long yell whenever scoring a touchdown (this was, in fact, the first film in which Brown's famous ""Yeeeeowww"" was heard -- but certainly not the last).",1930,"Romance, Comedy","sports, american football, revenge, pep rally","Laura Lee, Sumner Getchell, James Hall, Joe E. Brown, Joan Bennett",William A. Wellman,,,,"The Vitaphone Corporation, Warner Bros. Pictures",Unknown
Elstree Calling,83,English,"A series of 19 musical and comedy ""vaudeville"" sketches presented in the form of a live television broadcast hosted by Tommy Handley (as himself).",1930,"Music, Comedy","tap dancing, black and white, vaudeville, shakespeare in modern dress, blackface, skit, variety show, xylophone player, russian song, part in color, music hall song, romantic song","Teddy Brown, Jack Hulbert, Tommy Handley, Helen Burnell, Donald Calthrop","Paul Murray, Adrian Brunel, Alfred Hitchcock, Jack Hulbert, André Charlot",,,,British International Pictures,Unknown
Hell's Angels,131,English,"When World War I breaks out, brothers Roy and Monte Rutledge, each attending Oxford university, enlist with the Royal Flying Corps.",1930,"Drama, War, Action","world war i, brother, fighter pilot, zeppelin, unfaithful girlfriend, aerial combat, royal flying corps (rfc), dogfight, airship, duel, suicide mission, bombing, pre-code, casualty of war, flirtatious woman, night patrol","John Darrow, Lucien Prival, Ben Lyon, James Hall, Jean Harlow","James Whale, Howard Hughes, Edmund Goulding",,,,The Caddo Company,Unknown
Blotto,25,English,"Stan fakes receiving a telegram so he can go to a club with Ollie and a bottle of his unsuspecting wife's liquor, but she overhears his plans.",1930,Comedy,"prohibition era, gun, liquor, black and white, fake drunkenness, short film","Stan Laurel, Oliver Hardy, Baldwin Cooke, Jean De Briac, Anita Garvin",James Parrott,,Apple TV ,,Hal Roach Studios,Unknown
The Three from the Filling Station,90,German,"Die Drei von der Tankstelle, meaning The Three from the Gas Station, was advertised as a German operetta when release and with it’s star studded cast would become the forerunner of Musical films. Even today the soundtrack of the comic harmonists is popular in Germany.",1930,"Comedy, Drama","clerk, gas station, bankrupt, musical, marriage contract, travel, best friend","Willy Fritsch, Fritz Kampers, Lilian Harvey, Oskar Karlweis, Heinz Rühmann",Wilhelm Thiele,,,,UFA,Unknown
Whoopee!,93,English,"Western sheriff Bob Wells is preparing to marry Sally Morgan; she loves part-Indian Wanenis, whose race is an obstacle. Sally flees the wedding with hypochondriac Henry Williams, who thinks he's just giving her a ride; but she left a note saying they've eloped! Chasing them are jilted Bob, Henry's nurse Mary (who's been trying to seduce him) and others.",1930,"Music, Comedy, Western","sheriff, nurse, pre-code, cheesecake, stove","Ethel Shutta, Eleanor Hunt, Eddie Cantor, Jack Rutherford, Paul Gregory",Thornton Freeland,Amazon Prime Video ,Amazon Video ,Amazon Video ,Samuel Goldwyn Productions,Unknown
Children of Pleasure,70,English,"A successful songwriter, dazzled by high society, falls for a society girl who is just playing around.",1930,"Comedy, Music, Romance","composer, singer, heiress, pre-code, blackface, trial marriage","Lee Kohlmar, Wynne Gibson, Kenneth Thomson, Lawrence Gray, Judith Wood",Harry Beaumont,,,,Metro-Goldwyn-Mayer,Unknown
The Song of Love,94,Italian,A young woman takes care of the just-born child of her late mother. Sacrificing her engagement and studies along the way.,1930,"Drama, Romance",None,"Camillo Pilotto, Dria Paola, Isa Pola, Mercedes Brignone, Elio Steiner",Gennaro Righelli,,,,Società Italiana Cines,Unknown
The Big Trail,122,English,Young scout Breck Coleman leads a wagon train along the dangerous trail to Oregon as he tries to get the affection of the beautiful pioneer Ruth Cameron and plans his revenge on the harsh scoundrels who murdered a friend of his in the past.,1930,"Adventure, Western, Romance, Drama","mississippi river, black and white, pre-code, wagon train, pioneers, 19th century, far west, oregon trail","El Brendel, Tyrone Power Sr., Tully Marshall, Marguerite Churchill, John Wayne",Raoul Walsh,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Fox Film Corporation,Unknown
Roadhouse Nights,68,English,"Based on the Hammett novel, this ultra-rare film—is nominally taken from the author's classic gang-war novel Red Harvest, which proved too brutal and cynical even for pre-Code Hollywood.",1930,Drama,"bootlegger, prohibition era, kidnapping, gangster, pre-code","Charles Ruggles, Louis Clayton, Helen Morgan, Fred Kohler, Jimmy Durante",Hobart Henley,,,,Paramount,Unknown
Street of Chance,75,English,"'Natural' Davis (William Powell) is a respected gambler who follows a ruthless code of honor with those who cheat against him. His wife, Alma (Kay Francis), wants to divorce him because of his addiction and lifestyle, but they agree on a reconciliation and second honeymoon together and 'Natural' promises to give up gambling. However, his plans change when his brother, 'Babe' (Regis Toomey), arrives in town looking to score big, and 'Natural' has to devise a plan quickly to put him off gambling forever.",1930,"Crime, Drama","gambling, gangster, pre-code","Stanley Fields, Jean Arthur, Regis Toomey, William Powell, Kay Francis",John Cromwell,,,,Paramount,Unknown
Raffles,72,English,"A distinguished English gentleman has a secret life--he is the notorious jewel thief the press has dubbed ""The Amateur Cracksman"". When he meets a woman and falls in love he decides to ""retire"" from that life, but an old friend comes to him with a predicament that entails him committing one last job.",1930,"Adventure, Crime, Romance",pre-code,"David Torrence, Ronald Colman, Bramwell Fletcher, Frederick Kerr, Kay Francis",George Fitzmaurice,,,,Samuel Goldwyn Productions,Unknown
