Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Donald Duck and the Gorilla,7,English,"Ajax the killer gorilla has escaped from the zoo. Donald's nephews dress up as a gorilla, but soon Donald encounters the real gorilla, and they chase each other until the radio broadcasts instructions for subduing Ajax.",1944,"Animation, Comedy","gorilla, cartoon, short film","Clarence Nash, James MacDonald",Jack King,,,,Walt Disney Productions,Unknown
The Navy Way,74,English,The experiences of a disparate group of young men as they make their way through Navy boot camp.,1944,"Action, Drama, War",u.s. navy,"William Henry, Jean Parker, Robert Armstrong, Robert Lowery, Roscoe Karns",William Berke,IndieFlix ,Amazon Video ,Amazon Video ,"Paramount, Pine-Thomas Productions",Unknown
The Thin Man Goes Home,101,English,"On a trip to visit his parents, detective Nick Charles gets mixed up in a murder investigation.",1944,"Comedy, Mystery","black and white, thin man","Myrna Loy, William Powell, Anne Revere, Gloria DeHaven, Lucile Watson",Richard Thorpe,,"Apple TV, Amazon Video, Vudu ","Apple TV, Amazon Video, Vudu ",Metro-Goldwyn-Mayer,Unknown
Thirty Seconds Over Tokyo,138,English,"In the wake of Pearl Harbor, a young lieutenant leaves his expectant wife to volunteer for a secret bombing mission which will take the war to the Japanese homeland.",1944,"War, Drama","secret mission, world war ii, lieutenant, tokyo, japan, bomber pilot, dangerous mission, imperial japan, comradeship, expectant parents, pensacola, florida, u.s. army air corpsmen, b25 bomber","Robert Walker, Spencer Tracy, Don DeFore, Van Johnson, Tim Murdock",Mervyn LeRoy,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
Uncertain Glory,102,English,"In occupied France, a convicted thief and murderer escapes the guillotine when a bombing raid strikes the prison, but is quickly re-captured by the inspector of the Surete responsible for his original arrest. Fearing the guillotine more than his actual death, the convict inveigles the inspector to help him with a plan to rescue 100 Frenchmen taken by the Gestapo following an act of sabotage: he will confess to being the saboteur and allow himself to be executed by firing squad, the Gestapo's method of execution, thus freeing the 100 men.",1944,"War, Drama, Thriller, Crime, Romance","france, escape, vichy regime, world war ii, guillotine, saboteur, 1940s","Paul Lukas, Errol Flynn, Jean Sullivan, Dennis Hoey, Lucile Watson",Raoul Walsh,,,,Warner Bros. Pictures,Unknown
The Conspirators,101,English,A guerilla leader falls in love with a mysterious woman in World War II Lisbon.,1944,"Drama, Thriller","spy, world war ii, lisbon, portugal","Victor Francen, Peter Lorre, Hedy Lamarr, Sydney Greenstreet, Paul Henreid",Jean Negulesco,,"Apple TV, Amazon Video, Google Play Movies, YouTube ","Apple TV, Amazon Video, Google Play Movies, YouTube ",Warner Bros. Pictures,Unknown
Two Thousand Women,97,English,"During the Second World War, three downed English airmen hide out with women's internment camp in France.",1944,"War, Comedy, Drama","escape, concentration camp, world war ii, pilot, women's prison, beautiful woman, female prisoner","Renée Houston, Reginald Purdell, Flora Robson, Patricia Roc, Phyllis Calvert",Frank Launder,,,,Gainsborough Pictures,Unknown
Lifeboat,96,English,"During World War II, a small group of survivors is stranded in a lifeboat together after the ship they were traveling on is destroyed by a German U-boat.",1944,"War, Drama","sea, journalist, submarine, boat, world war ii, black and white, lifeboat, steward, radio operator","John Hodiak, William Bendix, Mary Anderson, Tallulah Bankhead, Walter Slezak",Alfred Hitchcock,Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",20th Century Fox,Unknown
The Most Beautiful,85,Japanese,"The stories of several young women who work in a 'precision optical instruments' factory during the second World War. Despite illness, injury, and tremendous personal hardship, the women persevere in their tasks, devoted to their work and their country's cause.",1944,"Drama, War","factory, world war ii, working women, optical, musical instruments","Takako Irie, Yôko Yaguchi, Takashi Shimura, Shôji Kiyokawa, Ichirō Sugai",Akira Kurosawa,Criterion Channel ,,,TOHO,Unknown
Aventure Malgache,31,English,"A former leader of the French Resistance finds that one of his fellow actors looks like a detestable official he knew in Madagascar during the war. He tells about his time, operating an illegal radio station while evading the Nazis.",1944,War,resistance,"Paul Clarus, Guy Le Feuvre, Paul Bonifas, Jean Dattas, Andre Frere",Alfred Hitchcock,FlixFling ,FlixFling ,"FlixFling, Kino Now ","Phoenix, Ministry of Information",Unknown
